Mod:Item:MetaData, Localized Name
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:cable:0, Copper Cable
ic2:cable:0, Insulated Copper Cable
ic2:cable:1, Glass Fibre Cable
ic2:cable:2, Gold Cable
ic2:cable:2, Insulated Gold Cable
ic2:cable:2, 2x Ins. Gold Cable
ic2:cable:3, HV Cable
ic2:cable:3, Insulated HV Cable
ic2:cable:3, 2x Ins. HV Cable
ic2:cable:3, 3x Ins. HV Cable
ic2:cable:4, Tin Cable
ic2:cable:4, Insulated Tin Cable
ic2:cable:5, EU-Detector Cable
ic2:cable:6, EU-Splitter Cable
ic2:upgrade:0, Overclocker Upgrade
ic2:upgrade:1, Transformer Upgrade
ic2:upgrade:2, Energy Storage Upgrade
ic2:upgrade:3, Redstone Signal Inverter Upgrade
ic2:upgrade:4, Ejector Upgrade
ic2:upgrade:5, Advanced Ejector Upgrade
ic2:upgrade:6, Pulling Upgrade
ic2:upgrade:7, Advanced Pulling Upgrade
ic2:upgrade:8, Fluid Ejector Upgrade
ic2:upgrade:9, Fluid Pulling Upgrade
ic2:filled_tin_can, ic2.filled_tin_can.name
ic2:iodine_tablet, ic2.iodine_tablet.name
ic2:crystal_memory, ic2.crystal_memory.name
ic2:rotor_wood, ic2.rotor_wood.name
ic2:rotor_iron, ic2.rotor_iron.name
ic2:rotor_steel, ic2.rotor_steel.name
ic2:rotor_carbon, ic2.rotor_carbon.name
ic2:dynamite, ic2.dynamite.name
ic2:dynamite_sticky, ic2.dynamite_sticky.name
ic2:remote, ic2.remote.name
compactsolars:solar_hat_low_voltage, Low Voltage Solar Hat
compactsolars:solar_hat_medium_voltage, Medium Voltage Solar Hat
compactsolars:solar_hat_high_voltage, High Voltage Solar Hat
compactsolars:compact_solar_block:0, Low Voltage Solar Array
compactsolars:compact_solar_block:1, Medium Voltage Solar Array
compactsolars:compact_solar_block:2, High Voltage Solar Array
cookingforblockheads:cookingTable, Cooking Table
cookingforblockheads:oven, Oven
cookingforblockheads:fridge, Fridge
cookingforblockheads:sink, Sink
cookingforblockheads:toolRack, Tool Rack
cookingforblockheads:toaster, Toaster
cookingforblockheads:milkJar, Milk Jar
cookingforblockheads:cowJar, Cow in a Jar
cookingforblockheads:spiceRack, Spice Rack
cookingforblockheads:counter, Kitchen Counter
cookingforblockheads:recipeBook:0, Cooking for Blockheads
cookingforblockheads:recipeBook:1, Cooking for Blockheads I
cookingforblockheads:recipeBook:2, Cooking for Blockheads II
covers:Saw, Saw
covers:PartNew:0, Ghost Stone Cover
covers:PartNew:0, Stone Center Strip
covers:PartNew:0, Stone Center Post
covers:PartNew:0, Stone Center Column
covers:PartNew:0, Stone Cover
covers:PartNew:0, Stone Panel
covers:PartNew:0, Stone Slab
covers:PartNew:0, Stone Nook
covers:PartNew:0, Stone Corner
covers:PartNew:0, Stone Notch
covers:PartNew:0, Stone Strip
covers:PartNew:0, Stone Post
covers:PartNew:0, Stone Column
covers:PartNew:0, Hollow Stone Cover
covers:PartNew:0, Hollow Stone Panel
covers:PartNew:0, Hollow Stone Slab
crossroads:blockCopper, Copper Block
crossroads:ingotCopper, Copper Ingot
crossroads:nuggetCopper, Copper Nugget
crossroads:oreCopper, Copper Ore
crossroads:blockTin, Block of Tin
crossroads:ingotTin, Tin Ingot
crossroads:nuggetTin, Tin Nugget
crossroads:oreTin, Tin Ore
crossroads:gemRuby, Ruby
crossroads:blockRuby, Block of Ruby
crossroads:oreRuby, Ruby Ore
crossroads:blockBronze, Block of Bronze
crossroads:ingotBronze, Bronze Ingot
crossroads:nuggetBronze, Bronze Nugget
crossroads:oreNativeCopper, Native Copper Ore
crossroads:masterAxis, Master Axis
crossroads:grindstone, Grindstone
crossroads:heatingCrucible, Heating Crucible
crossroads:fluidTube, Fluid Tube
crossroads:steamBoiler, Steam Boiler
crossroads:rotaryPump, Rotary Pump
crossroads:steamTurbine, Steam Turbine
crossroads:blockSalt, Block of Salt
crossroads:brazier, Incense Brazier
crossroads:fluidVoid, Fluid Void
crossroads:heatExchanger, Heat Exchanger
crossroads:insulatedHeatExchanger, Insulated Heat Exchanger
crossroads:fluidTank, Fluid Tank
crossroads:coalHeater, Coal Heater
crossroads:heatingChamber, Heating Chamber
crossroads:saltReactor, Salt Reactor
crossroads:fluidCoolingChamber, Fluid Cooling Chamber
crossroads:slottedChest, Slotted Chest
crossroads:sortingHopper, Sorting Hopper
crossroads:itemChute, Item Chute
crossroads:itemChutePort, Item Chute Port
crossroads:radiator, Radiator
crossroads:rotaryDrill, Rotary Drill
crossroads:fatCollector, Fat Collector
crossroads:fatCongealer, Fat Congealer
crossroads:redstoneFluidTube, Redstone Fluid Tube
crossroads:waterCentrifuge, Water Centrifuge
crossroads:metalScrap, Misc Metal Scrap
crossroads:debugGearWriter, Debug Gear Writer
crossroads:debugReader, Analytical Lens
crossroads:handCrank, Hand Crank
crossroads:debugHeatWriter, Debug Heat Writer
crossroads:dustCopper, Copper Dust
crossroads:dustSalt, Salt
crossroads:axle, Axle
crossroads:obsidianCuttingKit, Obsidian Cutting Kit
crossroads:mashedPotato, Mashed Potatoes
crossroads:thermometer, Thermometer
crossroads:fluidGauge, Fluid Gauge
crossroads:speedometer, Speed-O-Meter
crossroads:omnimeter, OmniMeter
crossroads:vacuum, Vacuum Cleaner
crossroads:magentaBread, Magenta Bread
crossroads:chickenBoots, Chicken Boots
crossroads:candleLilypad, Candle Lilypad
crossroads:edibleBlob, Edible Blob
crossroads:diamondWire, Diamond Wiring
crossroads:rainIdol, Rain Idol
crossroads:blockSteam, Steam Source
crossroads:blockMoltenCopper, Molten Copper Source
crossroads:blockDistilledWater, Distilled Water Source
crossroads:blockLiquidFat, tile.blockLiquidFat.name
crossroads:gearIron, Iron Gear
crossroads:largeGearIron, Large Iron Gear
crossroads:toggleGearIron, Iron Toggle Gear
crossroads:gearGold, Gold Gear
crossroads:largeGearGold, Large Gold Gear
crossroads:toggleGearGold, Gold Toggle Gear
crossroads:gearCopper, Copper Gear
crossroads:largeGearCopper, Large Copper Gear
crossroads:toggleGearCopper, Copper Toggle Gear
crossroads:gearTin, Tin Gear
crossroads:largeGearTin, Large Tin Gear
crossroads:toggleGearTin, Tin Toggle Gear
crossroads:gearBronze, Bronze Gear
crossroads:largeGearBronze, Large Bronze Gear
crossroads:toggleGearBronze, Bronze Toggle Gear
crossroads:heatCableQuartzWool, Wool-Quartz Heat Cable
crossroads:redstoneHeatCableQuartzWool, Redstone Wool-Quartz Heat Cable
crossroads:heatCableQuartzSlime, Slime-Quartz Heat Cable
crossroads:redstoneHeatCableQuartzSlime, Redstone Slime-Quartz Heat Cable
crossroads:heatCableQuartzDirt, Dirt-Quartz Heat Cable
crossroads:redstoneHeatCableQuartzDirt, Redstone Dirt-Quartz Heat Cable
crossroads:heatCableQuartzIce, Ice-Quartz Heat Cable
crossroads:redstoneHeatCableQuartzIce, Redstone Ice-Quartz Heat Cable
crossroads:heatCableQuartzObsidian, Obsidian-Quartz Heat Cable
crossroads:redstoneHeatCableQuartzObsidian, Redstone Obsidian-Quartz Heat Cable
crossroads:heatCableIronWool, Wool-Iron Heat Cable
crossroads:redstoneHeatCableIronWool, Redstone Wool-Iron Heat Cable
crossroads:heatCableIronSlime, Slime-Iron Heat Cable
crossroads:redstoneHeatCableIronSlime, Redstone Slime-Iron Heat Cable
crossroads:heatCableIronDirt, Dirt-Iron Heat Cable
crossroads:redstoneHeatCableIronDirt, Redstone Dirt-Iron Heat Cable
crossroads:heatCableIronIce, Ice-Iron Heat Cable
crossroads:redstoneHeatCableIronIce, Redstone Ice-Iron Heat Cable
crossroads:heatCableIronObsidian, Obsidian-Iron Heat Cable
crossroads:redstoneHeatCableIronObsidian, Redstone Obsidian-Iron Heat Cable
crossroads:heatCableCopperWool, Wool-Copper Heat Cable
crossroads:redstoneHeatCableCopperWool, Redstone Wool-Copper Heat Cable
crossroads:heatCableCopperSlime, Slime-Copper Heat Cable
crossroads:redstoneHeatCableCopperSlime, Redstone Slime-Copper Heat Cable
crossroads:heatCableCopperDirt, Dirt-Copper Heat Cable
crossroads:redstoneHeatCableCopperDirt, Redstone Dirt-Copper Heat Cable
crossroads:heatCableCopperIce, Ice-Copper Heat Cable
crossroads:redstoneHeatCableCopperIce, Redstone Ice-Copper Heat Cable
crossroads:heatCableCopperObsidian, Obsidian-Copper Heat Cable
crossroads:redstoneHeatCableCopperObsidian, Redstone Obsidian-Copper Heat Cable
crossroads:heatCableDiamondWool, Wool-Diamond Heat Cable
crossroads:redstoneHeatCableDiamondWool, Redstone Wool-Diamond Heat Cable
crossroads:heatCableDiamondSlime, Slime-Diamond Heat Cable
crossroads:redstoneHeatCableDiamondSlime, Redstone Slime-Diamond Heat Cable
crossroads:heatCableDiamondDirt, Dirt-Diamond Heat Cable
crossroads:redstoneHeatCableDiamondDirt, Redstone Dirt-Diamond Heat Cable
crossroads:heatCableDiamondIce, Ice-Diamond Heat Cable
crossroads:redstoneHeatCableDiamondIce, Redstone Ice-Diamond Heat Cable
crossroads:heatCableDiamondObsidian, Obsidian-Diamond Heat Cable
crossroads:redstoneHeatCableDiamondObsidian, Redstone Obsidian-Diamond Heat Cable
cyberware:blueprintArchive, Blueprint Archive
cyberware:componentBox, Component Box
cyberware:surgery, Robosurgeon
cyberware:surgeryChamber, Surgery Chamber
cyberware:charger, Cyberware Charger
cyberware:engineeringTable, Cyberware Engineering Table
cyberware:scanner, Cyberware Scanner
cyberware:beacon, Radio Kit
cyberware:beaconLarge, Radio Beacon
cyberware:radioPost, Radio Tower Component
cyberware:neuropozyne, Neuropozyne
cyberware:blueprint:1, Blank Blueprint
cyberware:component:0, Actuator
cyberware:component:1, Bioreactor
cyberware:component:2, Titanium Mesh
cyberware:component:3, Solid-State Circuitry
cyberware:component:4, Chrome Plating
cyberware:component:5, Fiber Optics
cyberware:component:6, Fullerene Microstructures
cyberware:component:7, Synthetic Nerves
cyberware:component:8, Storage Cell
cyberware:component:9, Microelectric Cells
cyberware:shades, Mirrorshades
cyberware:shades2, Round Mirrorshades
cyberware:jacket, Biker Jacket
cyberware:trenchcoat, Trenchcoat
cyberware:katana, Katana
cyberware:bodyPart:0, Human Eyes
cyberware:bodyPart:1, Human Brain
cyberware:bodyPart:2, Human Heart
cyberware:bodyPart:3, Human Lungs
cyberware:bodyPart:4, Human Stomach
cyberware:bodyPart:5, Human Skin
cyberware:bodyPart:6, Human Muscles
cyberware:bodyPart:7, Human Bones
cyberware:bodyPart:8, Human Left Arm
cyberware:bodyPart:9, Human Right Arm
cyberware:bodyPart:10, Human Left Leg
cyberware:bodyPart:11, Human Right Leg
cyberware:cybereyes, Cybereyes
cyberware:cybereyeUpgrades:0, Enhanced Low-Light Vision
cyberware:cybereyeUpgrades:1, Liquid Refraction Calibrator
cyberware:cybereyeUpgrades:2, Hudjack
cyberware:cybereyeUpgrades:3, Targeting Overlay
cyberware:cybereyeUpgrades:4, Distance Enhancer
cyberware:eyeUpgrades:0, Hudlens
cyberware:brainUpgrades:0, Cortical Stack
cyberware:brainUpgrades:1, Ender Jammer
cyberware:brainUpgrades:2, Consciousness Transmitter
cyberware:brainUpgrades:3, Neural Contextualizer
cyberware:brainUpgrades:4, Threat Matrix Calculator
cyberware:brainUpgrades:5, Cranial Broadcaster
cyberware:expCapsule, Experience Capsule
cyberware:cyberheart, Cardiomechanic Pump
cyberware:denseBattery, Ultradense Capacitor
cyberware:creativeBattery, Creative Capacitor
cyberware:heartUpgrades:0, Internal Defibrillator
cyberware:heartUpgrades:1, Platelet Dispatcher
cyberware:heartUpgrades:2, Stem Cell Synthesizer
cyberware:heartUpgrades:3, Cardiovascular Coupler
cyberware:lungsUpgrades:0, Compressed Oxygen Implant
cyberware:lungsUpgrades:1, Hyperoxygenation Boost
cyberware:lowerOrgansUpgrades:0, Liver Filter
cyberware:lowerOrgansUpgrades:1, Metabolic Generator
cyberware:lowerOrgansUpgrades:2, Internal Battery
cyberware:lowerOrgansUpgrades:3, Adrenaline Pump
cyberware:skinUpgrades:0, Solarskin
cyberware:skinUpgrades:1, Subdermal Spikes
cyberware:skinUpgrades:2, Synthetic Skin
cyberware:skinUpgrades:3, Targeted Immunosuppressant
cyberware:muscleUpgrades:0, Wired Reflexes
cyberware:muscleUpgrades:1, Myomer Muscle Replacement
cyberware:boneUpgrades:0, Bonelacing
cyberware:boneUpgrades:1, Citrate Enhancement
cyberware:boneUpgrades:2, Marrow Battery
cyberware:armUpgrades:0, Quickdraw Flywheels
cyberware:handUpgrades:0, Fine Manipulators
cyberware:handUpgrades:1, Retractable Claws
cyberware:handUpgrades:2, Reinforced Fist
cyberware:legUpgrades:0, Linear Actuators
cyberware:legUpgrades:1, Fall Bracers
cyberware:footUpgrades:0, Implanted Spurs
cyberware:footUpgrades:1, Aquatic Propulsion System
cyberware:footUpgrades:2, Deployable Wheels
cyberware:cyberlimbs:0, Left Cyberarm
cyberware:cyberlimbs:1, Right Cyberarm
cyberware:cyberlimbs:2, Left Cyberleg
cyberware:cyberlimbs:3, Right Cyberleg
darkutils:disabled, Disabled Item
darkutils:trap_move, Vector Plate
darkutils:trap_move_fast, Fast Vector Plate
darkutils:trap_move_hyper, Extreme Vector Plate
darkutils:trap_tile:0, Poison Trap
darkutils:trap_tile:1, Weakness Trap
darkutils:trap_tile:2, Damage Trap
darkutils:trap_tile:3, Slowness Trap
darkutils:trap_tile:4, Flame Trap
darkutils:trap_tile:5, Wither Trap
darkutils:ender_tether, Ender Tether
darkutils:grate, Item Grate
darkutils:filter:0, Mob Filter
darkutils:filter:1, Mob Filter
darkutils:filter:2, Mob Filter
darkutils:filter:3, Mob Filter
darkutils:filter:4, Mob Filter
darkutils:filter:5, Mob Filter
darkutils:filter:6, Mob Filter
darkutils:filter:7, Mob Filter
darkutils:filter:8, Mob Filter
darkutils:filter:9, Mob Filter
darkutils:filter:10, Mob Filter
darkutils:filter_inverted:0, Inverted Mob Filter
darkutils:filter_inverted:1, Inverted Mob Filter
darkutils:filter_inverted:2, Inverted Mob Filter
darkutils:filter_inverted:3, Inverted Mob Filter
darkutils:filter_inverted:4, Inverted Mob Filter
darkutils:filter_inverted:5, Inverted Mob Filter
darkutils:filter_inverted:6, Inverted Mob Filter
darkutils:filter_inverted:7, Inverted Mob Filter
darkutils:filter_inverted:8, Inverted Mob Filter
darkutils:filter_inverted:9, Inverted Mob Filter
darkutils:filter_inverted:10, Inverted Mob Filter
darkutils:timer, Timer
darkutils:anti_slime, Anti-Slime Block
darkutils:update_detector, Block Update Detector
darkutils:sneaky, Sneaky Block
darkutils:sneaky_lever, Sneaky Lever
darkutils:sneaky_ghost, Sneaky False Block
darkutils:sneaky_torch, Sneaky Torch
darkutils:sneaky_obsidian, Sneaky Obsidian
darkutils:sneaky_plate, Sneaky Pressure Plate
darkutils:sneaky_bedrock, Sneaky Bedrock
darkutils:feeder, Feeder
darkutils:fake_tnt, TNT
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:shulker_pearl, Shulker Pearl
darkutils:pearl_block:0, Pearl Block
darkutils:pearl_block:1, Pearl Brick
darkutils:pearl_block:2, Carved Pearl Block
darkutils:pearl_block:3, Chiseled Pearl Block
darkutils:charm_null, Null Charm
darkutils:focus_sash, Focus Sash
darkutils:ender_hopper, Ender Hopper
darkutils:chest_glacial, Glacial Chest
darkutils:chest_glass, Glass Chest
darkutils:chest_jungle, Jungle Chest
darkutils:chest_magic, Mystic Chest
darkutils:chest_nether, Nether Chest
darkutils:chest_royal, Royal Chest
darkutils:chest_sandstone, Sandstone Chest
darkutils:chest_prismarine, Prismarine Chest
darkutils:ring:0, Pyromancer's Ring
darkutils:ring:1, Engineer's Ring
darkutils:ring:2, Ring of the Deep
darkutils:ring:3, Titan Ring
darkutils:ring:4, Ring of Protection
darkutils:ring:5, Angler's Ring
darkutils:ring:6, Frosted Ring
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_agression, Agression Charm
forestry:fertilizerBio, Compost
forestry:fertilizerCompound, Fertilizer
forestry:apatite, Apatite
forestry:researchNote, %s's Notes
forestry:portableAlyzer, Portable Analyzer
forestry:ingotCopper, Copper Ingot
forestry:ingotTin, Tin Ingot
forestry:ingotBronze, Bronze Ingot
forestry:wrench, Wrench
forestry:pipette, Pipette
forestry:sturdyMachine, Sturdy Casing
forestry:hardenedMachine, Hardened Casing
forestry:impregnatedCasing, Impregnated Casing
forestry:craftingMaterial:0, Pulsating Dust
forestry:craftingMaterial:1, Pulsating Mesh
forestry:craftingMaterial:2, Silk Wisp
forestry:craftingMaterial:3, Woven Silk
forestry:craftingMaterial:4, Dissipation Charge
forestry:craftingMaterial:5, Ice Shard
forestry:craftingMaterial:6, Scented Paneling
forestry:craftingMaterial:7, Camouflaged Paneling
forestry:naturalistHelmet, Spectacles
forestry:peat, Peat
forestry:ash, Ash
forestry:bituminousPeat, Bituminous Peat
forestry:gearBronze, Bronze Gear
forestry:gearCopper, Copper Gear
forestry:gearTin, Tin Gear
forestry:chipsets:0, Basic Circuit Board
forestry:chipsets:1, Enhanced Circuit Board
forestry:chipsets:2, Refined Circuit Board
forestry:chipsets:3, Intricate Circuit Board
forestry:solderingIron, Soldering Iron
forestry:thermionicTubes:0, Copper Electron Tube
forestry:thermionicTubes:1, Tin Electron Tube
forestry:thermionicTubes:2, Bronze Electron Tube
forestry:thermionicTubes:3, Iron Electron Tube
forestry:thermionicTubes:4, Golden Electron Tube
forestry:thermionicTubes:5, Diamantine Electron Tube
forestry:thermionicTubes:6, Obsidian Electron Tube
forestry:thermionicTubes:7, Blazing Electron Tube
forestry:thermionicTubes:8, Rubberised Electron Tube
forestry:thermionicTubes:9, Emerald Electron Tube
forestry:thermionicTubes:10, Apatine Electron Tube
forestry:thermionicTubes:11, Lapis Electron Tube
forestry:thermionicTubes:12, Ender Electron Tube
forestry:carton, Carton
forestry:oakStick, Impregnated Stick
forestry:woodPulp, Wood Pulp
forestry:brokenBronzePickaxe, Broken Pickaxe
forestry:brokenBronzeShovel, Broken Shovel
forestry:bronzePickaxe, Survivalist's Pickaxe
forestry:bronzeShovel, Survivalist's Shovel
forestry:kitShovel, Shovel Kit
forestry:kitPickaxe, Pickaxe Kit
forestry:mouldyWheat, Mouldy Wheat
forestry:decayingWheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodineCapsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractoryWax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:camouflageSprayCan, Camouflage Spray Can
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bogEarth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resourceStorage:0, Block of Apatite
forestry:resourceStorage:1, Block of Copper
forestry:resourceStorage:2, Block of Tin
forestry:resourceStorage:3, Block of Bronze
forestry:stamps:0, Stamp (1n)
forestry:stamps:1, Stamp (2n)
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:crate, Crate
forestry:apiaristBag, Apiarist's Backpack
forestry:lepidopteristBag, Lepidopterist's Backpack
forestry:minerBag, Mining Backpack
forestry:minerBagT2, Woven Mining Backpack
forestry:diggerBag, Digging Backpack
forestry:diggerBagT2, Woven Digging Backpack
forestry:foresterBag, Foresting Backpack
forestry:foresterBagT2, Woven Foresting Woven Backpack
forestry:hunterBag, Hunting Backpack
forestry:hunterBagT2, Hunter's Woven Backpack
forestry:adventurerBag, Adventuring Backpack
forestry:adventurerBagT2, Woven Adventuring Backpack
forestry:builderBag, Building Backpack
forestry:builderBagT2, Woven Building Backpack
forestry:butterflyGE:0, Brimstone Moth Butterfly
forestry:butterflyGE:0, Cabbage White Butterfly
forestry:butterflyGE:0, Brimstone Butterfly
forestry:butterflyGE:0, Citrus Swallowtail Butterfly
forestry:butterflyGE:0, Black Swallowtail Butterfly
forestry:butterflyGE:0, Speckled Wood Butterfly
forestry:serumGE:0, Brimstone Moth Serum
forestry:serumGE:0, Cabbage White Serum
forestry:serumGE:0, Brimstone Serum
forestry:serumGE:0, Citrus Swallowtail Serum
forestry:serumGE:0, Black Swallowtail Serum
forestry:serumGE:0, Speckled Wood Serum
forestry:caterpillarGE:0, Brimstone Moth Caterpillar
forestry:caterpillarGE:0, Cabbage White Caterpillar
forestry:caterpillarGE:0, Brimstone Caterpillar
forestry:caterpillarGE:0, Citrus Swallowtail Caterpillar
forestry:caterpillarGE:0, Black Swallowtail Caterpillar
forestry:caterpillarGE:0, Speckled Wood Caterpillar
forestry:cocoonGE:0, Brimstone Moth Cocoon
forestry:cocoonGE:0, Cabbage White Cocoon
forestry:cocoonGE:0, Brimstone Cocoon
forestry:cocoonGE:0, Citrus Swallowtail Cocoon
forestry:cocoonGE:0, Black Swallowtail Cocoon
forestry:cocoonGE:0, Speckled Wood Cocoon
forestry:cocoonGE:0, Brimstone Moth Cocoon
forestry:cocoonGE:0, Cabbage White Cocoon
forestry:cocoonGE:0, Brimstone Cocoon
forestry:cocoonGE:0, Citrus Swallowtail Cocoon
forestry:cocoonGE:0, Black Swallowtail Cocoon
forestry:cocoonGE:0, Speckled Wood Cocoon
forestry:cocoonGE:0, Brimstone Moth Cocoon
forestry:cocoonGE:0, Cabbage White Cocoon
forestry:cocoonGE:0, Brimstone Cocoon
forestry:cocoonGE:0, Citrus Swallowtail Cocoon
forestry:cocoonGE:0, Black Swallowtail Cocoon
forestry:cocoonGE:0, Speckled Wood Cocoon
forestry:butterfly_chest:0, Lepidopterist's Chest
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:engine_electrical:0, Electrical Engine
forestry:engine_generator:0, Bio Generator
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Biomass
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.milk, Milk
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:honeyedSlice, Honeyed Slice
forestry:beverage, item.for.beverage.name
forestry:ambrosia, Ambrosia
forestry:honeyPot, Honey Pot
forestry:infuser, Infuser
forestry:beeQueenGE:0, Forest Queen
